Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
right_knee_joint,-0.00056033,-0.018596,-0.094596,0,0,0,1.4896,0.0013294,-6.1387E-07,7.6174E-07,0.0016091,-6.7853E-06,0.0006455,0,0,0,0,0,0,package://Loobot722/meshes/right_knee_joint.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://Loobot722/meshes/right_knee_joint.STL,,杂交版装配体-1/小腿第一部分-2;杂交版装配体-1/大电机法兰新(垫片版)-9;杂交版装配体-1/10010电机-8/DM-J10010L-2EC-转子-1;杂交版装配体-1/小腿第二部分-4;杂交版装配体-1/小腿第二部分-3;杂交版装配体-1/1小腿第三部分-1;杂交版装配体-1/轴套-6;杂交版装配体-1/1小腿第四部分-1;杂交版装配体-1/轴套-5;杂交版装配体-1/踝关节电机法兰第1部分-1;杂交版装配体-1/轴套-7;杂交版装配体-1/轴套-8;杂交版装配体-1/1踝关节电机法兰第二部分-1;杂交版装配体-1/DM-J6248P-2EC-whole-5/DM-J6248P-2EC-1;杂交版装配体-1/DM-J6248P-2EC-whole-5/DM-J6248P-2EC—转子-1,right_knee_joint坐标系11,right_knee_joint基准轴10,right_knee_joint,revolute,6E-05,0.051,-0.097,0,0,0,right_leg_yaw_joint,0,-1,0,250,12,-2,2,,,,,,,,
right_ankle_pitch_joint,-0.00167459351811053,-8.32667268468867E-17,2.77555756156289E-16,0,0,0,0.0911838363423481,1.0435461131165E-05,-6.10156387387799E-21,1.48061424970908E-21,2.03020848946739E-05,6.15292013935003E-21,1.95961873905041E-05,0,0,0,0,0,0,package://Loobot722/meshes/right_ankle_pitch_joint.STL,0.317647058823529,0.247058823529412,0.207843137254902,1,0,0,0,0,0,0,package://Loobot722/meshes/right_ankle_pitch_joint.STL,,杂交版装配体-1/角接触轴承7200ACTA-12;杂交版装配体-1/（分体式）踝轴承内圈轴突（连接足和小腿）-4;杂交版装配体-1/角接触轴承7200ACTA-13,right_ankle_pitch_joint坐标系12,right_ankle_pitch_joint基准轴11,right_ankle_pitch_joint,revolute,0,-0.051,-0.21369,0,0,0,right_knee_joint,0,-1,0,250,12,-2,2,,,,,,,,
right_ankle_roll_joint,0.087981,4.4676E-06,-0.020219,0,0,0,1.2799,0.00084073,5.8898E-08,1.1389E-07,0.0030016,-3.7038E-07,0.0033654,0,0,0,0,0,0,package://Loobot722/meshes/right_ankle_roll_joint.STL,0.31765,0.24706,0.20784,1,0,0,0,0,0,0,package://Loobot722/meshes/right_ankle_roll_joint.STL,,杂交版装配体-1/角接触轴承7200ACTA-11;杂交版装配体-1/1足前轴承外圈固定件-3;杂交版装配体-1/1足后连杆连接件第二部分-3;杂交版装配体-1/1足后连杆连接件第一部分-3;杂交版装配体-1/1脚底-3;杂交版装配体-1/1足部踝关节电机固定件第一部分-3;杂交版装配体-1/DM-J6248P-2EC-whole-4/DM-J6248P-2EC-1;杂交版装配体-1/1足部踝关节电机法兰第一部分-3;杂交版装配体-1/DM-J6248P-2EC-whole-4/DM-J6248P-2EC—转子-1;杂交版装配体-1/1方法兰轴-2,right_ankle_roll_joint坐标系13,right_ankle_roll_joint基准轴12,right_ankle_roll_joint,revolute,-0.042,0,0,0,0,0,right_ankle_pitch_joint,-1,0,0,250,12,-2,2,,,,,,,,
left_shoulder_pitch_joint,0.0054992,0.038431,-0.0011381,0,0,0,0.4235,0.0002975,-1.7621E-05,3.1687E-06,0.00027031,-2.3463E-06,0.00035849,0,0,0,0,0,0,package://Loobot722/meshes/left_shoulder_pitch_joint.STL,1,1,1,1,0,0,0,0,0,0,package://Loobot722/meshes/left_shoulder_pitch_joint.STL,,Mirror四自由度臂装配体-2/Mirror肩部连接1-1;Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole41-1/MirrorMirrorDM-J4340P-转子41-1;Mirror四自由度臂装配体-2/MirrorMirror肩部轴承挡盖-1;Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole3-1/MirrorMirrorDM-J4340P-转子3-1,left_shoulder_pitch_joint坐标系14,left_shoulder_pitch_joint基准轴13,left_shoulder_pitch_joint,revolute,0,0.22175,0.164,0,0,0,base_link,0,1,0,250,12,-2,2,,,,,,,,
left_shoulder_roll_joint,-0.0310283762108361,3.66306212216672E-05,-0.0189876085048305,0,0,0,0.499706204817539,0.000263004506188833,-9.90252648663157E-08,1.74026318401256E-05,0.000265351285126055,5.12833093336694E-07,0.000228948586573251,0,0,0,0,0,0,package://Loobot722/meshes/left_shoulder_roll_joint.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Loobot722/meshes/left_shoulder_roll_joint.STL,,Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole3-1/MirrorMirrorDM-J4340P3-1;Mirror四自由度臂装配体-2/MirrorMirror肩肘连接-1;Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole1-1/MirrorMirrorDM-J4340P-转子1-1,left_shoulder_roll_joint坐标系15,left_shoulder_roll_joint基准轴14,left_shoulder_roll_joint,revolute,0.03425,0.07475,-0.005,0,0,0,left_shoulder_pitch_joint,1,0,0,250,12,-2,2,,,,,,,,
left_shoulder_yaw_joint,-0.0020521,-0.0047196,-0.063541,0,0,0,0.77993,0.00076422,6.8938E-06,-2.9173E-05,0.00075482,-3.8424E-05,0.00076607,0,0,0,0,0,0,package://Loobot722/meshes/left_shoulder_yaw_joint.STL,1,1,1,1,0,0,0,0,0,0,package://Loobot722/meshes/left_shoulder_yaw_joint.STL,,Mirror四自由度臂装配体-2/MirrorMirror单边肘肩连接-1;Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole1-1/MirrorMirrorDM-J4340P1-1;Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole4-1/MirrorMirrorDM-J4340P4-1,left_shoulder_yaw_joint坐标系16,left_shoulder_yaw_joint基准轴15,left_shoulder_yaw_joint,revolute,-0.02725,0,-0.05675,0,0,0,left_shoulder_roll_joint,0,0,1,250,12,-2,2,,,,,,,,
left_elbow_pitch_joint,-0.00081845,-0.012436,-0.085123,0,0,0,0.60437,0.0016316,-8.8771E-07,2.0417E-05,0.0015487,-2.2995E-05,0.0012868,0,0,0,0,0,0,package://Loobot722/meshes/left_elbow_pitch_joint.STL,1,1,1,1,0,0,0,0,0,0,package://Loobot722/meshes/left_elbow_pitch_joint.STL,,Mirror四自由度臂装配体-2/Mirror前肢-1;Mirror四自由度臂装配体-2/Mirror单臂肘腕连接1-1;Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole4-1/MirrorMirrorDM-J4340P-转子4-1;手球-1,left_elbow_pitch_joint坐标系17,left_elbow_pitch_joint基准轴16,left_elbow_pitch_joint,revolute,0,0.02175,-0.10275,0,0,0,left_shoulder_yaw_joint,0,1,0,250,12,-2,2,,,,,,,,
right_shoulder_pitch_joint,0.0055246,-0.038373,-0.0011527,0,0,0,0.41925,0.00029244,1.7274E-05,3.107E-06,0.00026575,2.2997E-06,0.00035217,0,0,0,0,0,0,package://Loobot722/meshes/right_shoulder_pitch_joint.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://Loobot722/meshes/right_shoulder_pitch_joint.STL,,四自由度臂装配体-1/肩部连接1-1;四自由度臂装配体-1/MirrorDM-J4340P-whole4-2/MirrorDM-J4340P-转子4-1;四自由度臂装配体-1/Mirror肩部轴承挡盖-1;四自由度臂装配体-1/MirrorDM-J4340P-whole3-1/MirrorDM-J4340P-转子3-1,right_shoulder_pitch_joint坐标系18,right_shoulder_pitch_joint基准轴13,right_shoulder_pitch_joint,revolute,0,-0.22175,0.164,0,0,0,base_link,0,-1,0,250,12,-2,2,,,,,,,,
right_shoulder_roll_joint,-0.0310206814528297,-3.60505386195475E-05,-0.0189758630782458,0,0,0,0.497385697660988,0.000260829972591157,9.78716843742712E-08,1.70612214139313E-05,0.000263109579998313,-5.02721734397441E-07,0.000227451577327565,0,0,0,0,0,0,package://Loobot722/meshes/right_shoulder_roll_joint.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Loobot722/meshes/right_shoulder_roll_joint.STL,,四自由度臂装配体-1/Mirror肩肘连接-1;四自由度臂装配体-1/MirrorDM-J4340P-whole3-1/MirrorDM-J4340P3-1;四自由度臂装配体-1/MirrorDM-J4340P-whole1-1/MirrorDM-J4340P-转子1-1,right_shoulder_roll_joint坐标系19,right_shoulder_roll_joint基准轴14,right_shoulder_roll_joint,revolute,0.03425,-0.07475,-0.005,0,0,0,right_shoulder_pitch_joint,1,0,0,250,12,-2,2,,,,,,,,
right_shoulder_yaw_joint,-0.0020228,0.0047224,-0.063593,0,0,0,0.77573,0.00075448,-6.7556E-06,-2.86E-05,0.00074529,3.7674E-05,0.00075631,0,0,0,0,0,0,package://Loobot722/meshes/right_shoulder_yaw_joint.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://Loobot722/meshes/right_shoulder_yaw_joint.STL,,四自由度臂装配体-1/Mirror单边肘肩连接-1;四自由度臂装配体-1/MirrorDM-J4340P-whole1-1/MirrorDM-J4340P1-1;四自由度臂装配体-1/MirrorDM-J4340P-whole4-1/MirrorDM-J4340P4-1,right_shoulder_yaw_joint坐标系20,right_shoulder_yaw_joint基准轴15,right_shoulder_yaw_joint,revolute,-0.02725,0,-0.05675,0,0,0,right_shoulder_roll_joint,0,0,1,250,12,-2,2,,,,,,,,
right_elbow_pitch_joint,-0.00081486,0.012443,-0.08504,0,0,0,0.59514,0.0016011,8.6577E-07,2.0016E-05,0.0015198,2.2546E-05,0.0012629,0,0,0,0,0,0,package://Loobot722/meshes/right_elbow_pitch_joint.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://Loobot722/meshes/right_elbow_pitch_joint.STL,,四自由度臂装配体-1/单臂肘腕连接1-1;四自由度臂装配体-1/前肢-1;四自由度臂装配体-1/MirrorDM-J4340P-whole4-1/MirrorDM-J4340P-转子4-1;手球-2,right_elbow_pitch_joint坐标系21,right_elbow_pitch_joint基准轴16,right_elbow_pitch_joint,revolute,0,-0.02175,-0.10275,0,0,0,right_shoulder_yaw_joint,0,-1,0,250,12,-2,2,,,,,,,,
head_yaw_joint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://Loobot722/meshes/head_yaw_joint.STL,1,1,1,1,0,0,0,0,0,0,package://Loobot722/meshes/head_yaw_joint.STL,,头部完整装配-1/装配体1-1/DM-J4340P-whole-1/DM-J4340P-转子-1;头部完整装配-1/装配体1-1/替代电机连接件-1;头部完整装配-1/头部一体打印件-1;头部完整装配-1/顶部支撑1-2-2;头部完整装配-1/head_0903.stp-1,head_yaw_joint坐标系26,head_yaw_joint基准轴25,head_yaw_joint,revolute,0,0,0.2915,0,0,0,base_link,0,0,1,250,12,-2,2,,,,,,,,
