Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.00198239287652958,0.00695093663904516,0.0792083598450917,0,0,0,9.1356381576884,0.0311592675967398,-7.26176597005898E-07,-0.000231514752543477,0.025892069225389,2.21119962288643E-05,0.0226371496883886,0,0,0,0,0,0,package://Loobot722/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://Loobot722/meshes/base_link.STL,,背板第二版-1;EC-BAT48V-468Wh-1;躯干固定板-2;电池固定架-1;连接件101034-15;连接件101034-16;躯干固定板-1;连接件101034-11;连接件101034-13;连接件101034-12;连接件101034-9;连接件101034-21;连接件101034-20;连接件101034-5;连接件101034-23;连接件101034-7;连接件101034-8;连接件101034-19;连接件101034-24;连接件101034-3;连接件101034-1;连接件101034-2;杂交版装配体-1/髋腰关节连接件-1;杂交版装配体-1/髋关节补偿垫片-2;杂交版装配体-1/分体式髋关节-1;杂交版装配体-1/10010电机-2/DM-J10010L-2EC-1;杂交版装配体-1/10010电机-3/DM-J10010L-2EC-1;躯干固定板-5;连接件101034-29;连接件101034-30;连接件101034-31;连接件101034-32;杂交版装配体-1/髋关节补偿垫片-1;头部完整装配-1/装配体1-1/底板0-1;头部完整装配-1/装配体1-1/DM-J4340P-whole-1/DM-J4340P-1;杂交版装配体-1/分体式髋关节-2;电脑安装盒-1;电脑安装盒上盖-1;运动主控-1;Mirror四自由度臂装配体-2/Mirror肩部电机安装壳-1;Mirror四自由度臂装配体-2/Mirror手臂_躯干连接4340-1;Mirror四自由度臂装配体-2/MirrorMirrorDM-J4340P-whole41-1/MirrorMirrorDM-J4340P41-1;连接件101034-4;四自由度臂装配体-1/手臂_躯干连接4340-1;四自由度臂装配体-1/肩部电机安装壳-1;四自由度臂装配体-1/MirrorDM-J4340P-whole4-2/MirrorDM-J4340P4-1;连接件101034-6;躯干固定板-3;PCB安装板-1;pcb-1/pcb.step-1/Board~aZaP.step-1;降压器固定板-1;IMUHI13-1;背板第二版-2;IMU固定-1;躯干固定板-9;连接件101034-17;连接件101034-14;肩膀撑-1;肩膀撑-2,base_link坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
left_leg_pitch_joint,-0.0196358571787053,0.0676803591265815,-4.36187184457981E-05,0,0,0,1.64528101379658,0.00253146968450771,1.10861390211898E-06,-1.37307950199852E-19,0.00170438706485445,-4.60406668705236E-20,0.00163259574676936,0,0,0,0,0,0,package://Loobot722/meshes/left_leg_pitch_joint.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Loobot722/meshes/left_leg_pitch_joint.STL,,杂交版装配体-1/大电机法兰新(垫片版)-3;杂交版装配体-1/10010电机-3/DM-J10010L-2EC-转子-1;杂交版装配体-1/1新髋关节电机连接件分体第一部分-2;杂交版装配体-1/零件1-2;杂交版装配体-1/10010电机-4/DM-J10010L-2EC-1;杂交版装配体-1/2.0榫卯连接件-3,left_leg_pitch_joint坐标系2,left_leg_pitch_joint基准轴1,left_leg_pitch_joint,revolute,0,0.0710000000000002,-0.0629999999999995,0,0,0,base_link,0,-1,0,150,12,-2,2,,,,,,,,
left_leg_roll_joint,0.0437262573503798,-4.14055121934209E-05,-0.0723641045627823,0,0,0,1.71166554978756,0.00199545720295485,9.50584679331796E-20,5.00635751188611E-08,0.00190356982909438,2.76310350915193E-19,0.00254827437684951,0,0,0,0,0,0,package://Loobot722/meshes/left_leg_roll_joint.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Loobot722/meshes/left_leg_roll_joint.STL,,杂交版装配体-1/10010电机-4/DM-J10010L-2EC-转子-1;杂交版装配体-1/2.0榫卯大腿中段连接件1-1;杂交版装配体-1/大腿中段大电机法兰新垫片版-1;杂交版装配体-1/10010电机-7/DM-J10010L-2EC-1;杂交版装配体-1/2.0榫卯大腿中段连接件2-1;杂交版装配体-1/2.0榫卯连接件-2,left_leg_roll_joint坐标系3,left_leg_roll_joint基准轴2,left_leg_roll_joint,revolute,-0.0510000000000003,0.0969999999999996,-5.99999999981726E-05,0,0,0,left_leg_pitch_joint,1,0,0,250,12,-2,2,,,,,,,,
left_leg_yaw_joint,4.36187184463307E-05,-0.0196358571787042,-0.067680359126579,0,0,0,1.64528101379658,0.00163259574676936,1.553847071776E-19,-7.83182809764065E-20,0.00253146968450771,-1.10861390211718E-06,0.00170438706485445,0,0,0,0,0,0,package://Loobot722/meshes/left_leg_yaw_joint.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Loobot722/meshes/left_leg_yaw_joint.STL,,杂交版装配体-1/10010电机-7/DM-J10010L-2EC-转子-1;杂交版装配体-1/1新髋关节电机连接件分体第一部分-3;杂交版装配体-1/大电机法兰新(垫片版)-6;杂交版装配体-1/2.0榫卯连接件-4;杂交版装配体-1/零件1-3;杂交版装配体-1/10010电机-9/DM-J10010L-2EC-1,left_leg_yaw_joint坐标系4,left_leg_yaw_joint基准轴3,left_leg_yaw_joint,revolute,0.0629500000000003,-5.99999999991163E-05,-0.122000000000002,0,0,0,left_leg_roll_joint,0,0,1,250,12,-2,2,,,,,,,,
left_knee_joint,-0.00056033,0.018596,-0.094596,0,0,0,1.4896,0.0013294,6.1387E-07,7.6174E-07,0.0016091,6.7853E-06,0.0006455,0,0,0,0,0,0,package://Loobot722/meshes/left_knee_joint.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://Loobot722/meshes/left_knee_joint.STL,,杂交版装配体-1/10010电机-9/DM-J10010L-2EC-转子-1;杂交版装配体-1/大电机法兰新(垫片版)-7;杂交版装配体-1/小腿第一部分-1;杂交版装配体-1/小腿第二部分-2;杂交版装配体-1/小腿第二部分-1;杂交版装配体-1/1小腿第三部分-2;杂交版装配体-1/轴套-1;杂交版装配体-1/轴套-2;杂交版装配体-1/1小腿第四部分-2;杂交版装配体-1/DM-J6248P-2EC-whole-2/DM-J6248P-2EC-1;杂交版装配体-1/踝关节电机法兰第1部分-2;杂交版装配体-1/1踝关节电机法兰第二部分-2;杂交版装配体-1/轴套-3;杂交版装配体-1/轴套-4;杂交版装配体-1/DM-J6248P-2EC-whole-2/DM-J6248P-2EC—转子-1,left_knee_joint坐标系5,left_knee_joint基准轴4,left_knee_joint,revolute,6.00000000000427E-05,-0.0509999999999998,-0.0970000000000002,0,0,0,left_leg_yaw_joint,0,1,0,250,12,-2,2,,,,,,,,
left_ankle_pitch_joint,-0.00167459351810782,-8.88178419700125E-16,4.9960036108132E-16,0,0,0,0.0911838363423482,1.0435461131165E-05,-2.37306708371014E-22,1.06575331237873E-20,2.03020848946739E-05,2.2680661776433E-21,1.95961873905041E-05,0,0,0,0,0,0,package://Loobot722/meshes/left_ankle_pitch_joint.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Loobot722/meshes/left_ankle_pitch_joint.STL,,杂交版装配体-1/（分体式）踝轴承内圈轴突（连接足和小腿）-3;杂交版装配体-1/角接触轴承7200ACTA-8;杂交版装配体-1/角接触轴承7200ACTA-7,left_ankle_pitch_joint坐标系6,left_ankle_pitch_joint基准轴5,left_ankle_pitch_joint,revolute,0,0.0510000000000015,-0.213694214876033,0,0,0,left_knee_joint,0,-1,0,250,12,-2,2,,,,,,,,
left_ankle_roll_joint,0.087981,-5.2157E-06,-0.020219,0,0,0,1.2799,0.00084073,-5.9174E-08,1.1394E-07,0.0030016,3.7136E-07,0.0033654,0,0,0,0,0,0,package://Loobot722/meshes/left_ankle_roll_joint.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://Loobot722/meshes/left_ankle_roll_joint.STL,,杂交版装配体-1/1足前轴承外圈固定件-1;杂交版装配体-1/角接触轴承7200ACTA-9;杂交版装配体-1/1足后连杆连接件第二部分-1;杂交版装配体-1/1脚底-1;杂交版装配体-1/1足后连杆连接件第一部分-1;杂交版装配体-1/DM-J6248P-2EC-whole-3/DM-J6248P-2EC-1;杂交版装配体-1/1足部踝关节电机固定件第一部分-1;杂交版装配体-1/1足部踝关节电机法兰第一部分-1;杂交版装配体-1/DM-J6248P-2EC-whole-3/DM-J6248P-2EC—转子-1;杂交版装配体-1/1方法兰轴-1,left_ankle_roll_joint坐标系7,left_ankle_roll_joint基准轴6,left_ankle_roll_joint,revolute,-0.042,0,0,0,0,0,left_ankle_pitch_joint,-1,0,0,250,12,-2,2,,,,,,,,
right_leg_pitch_joint,-0.019636,-0.067679,-4.3073E-05,0,0,0,1.6453,0.0025315,-1.1086E-06,-5.8309E-20,0.0017044,5.5393E-19,0.0016326,0,0,0,0,0,0,package://Loobot722/meshes/right_leg_pitch_joint.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://Loobot722/meshes/right_leg_pitch_joint.STL,,杂交版装配体-1/大电机法兰新(垫片版)-1;杂交版装配体-1/1新髋关节电机连接件分体第一部分-1;杂交版装配体-1/10010电机-2/DM-J10010L-2EC-转子-1;杂交版装配体-1/零件1-1;杂交版装配体-1/10010电机-5/DM-J10010L-2EC-1;杂交版装配体-1/2.0榫卯连接件-1,right_leg_pitch_joint坐标系8,right_leg_pitch_joint基准轴7,right_leg_pitch_joint,revolute,0,-0.071,-0.063,0,0,0,base_link,0,1,0,250,12,-2,2,,,,,,,,
right_leg_roll_joint,0.0437262573503792,4.14055121974455E-05,-0.07236410456278,0,0,0,1.71166554978756,0.00199545720295485,1.96982684726361E-20,5.00635751187638E-08,0.00190356982909438,-2.18160970770997E-18,0.00254827437684951,0,0,0,0,0,0,package://Loobot722/meshes/right_leg_roll_joint.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Loobot722/meshes/right_leg_roll_joint.STL,,杂交版装配体-1/10010电机-5/DM-J10010L-2EC-转子-1;杂交版装配体-1/2.0榫卯大腿中段连接件1-2;杂交版装配体-1/大腿中段大电机法兰新垫片版-2;杂交版装配体-1/10010电机-6/DM-J10010L-2EC-1;杂交版装配体-1/2.0榫卯连接件-5;杂交版装配体-1/2.0榫卯大腿中段连接件2-2,right_leg_roll_joint坐标系9,right_leg_roll_joint基准轴8,right_leg_roll_joint,revolute,-0.0509999999999999,-0.0969999999999997,-6.00000000014755E-05,0,0,0,right_leg_pitch_joint,1,0,0,250,12,-2,2,,,,,,,,
right_leg_yaw_joint,4.36187184458901E-05,0.0196358571787056,-0.0676803591265793,0,0,0,1.64528101379657,0.00163259574676936,-4.03190717580877E-21,1.22575467298073E-20,0.00253146968450771,1.10861390212203E-06,0.00170438706485445,0,0,0,0,0,0,package://Loobot722/meshes/right_leg_yaw_joint.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Loobot722/meshes/right_leg_yaw_joint.STL,,杂交版装配体-1/大电机法兰新(垫片版)-8;杂交版装配体-1/1新髋关节电机连接件分体第一部分-4;杂交版装配体-1/零件1-4;杂交版装配体-1/2.0榫卯连接件-6;杂交版装配体-1/10010电机-8/DM-J10010L-2EC-1;杂交版装配体-1/10010电机-6/DM-J10010L-2EC-转子-1,right_leg_yaw_joint坐标系10,right_leg_yaw_joint基准轴9,right_leg_yaw_joint,revolute,0.06295,6E-05,-0.122,0,0,0,right_leg_roll_joint,0,0,1,250,12,-2,2,,,,,,,,
